id,city,lat,lon,temp (F),humidity (%),cloudiness (%),wind speed (mph)
3407882,Altamira,-3.2033,-52.2064,73.02,87,27,2.1
3385670,Urucará,-2.5364,-57.76,76.64,86,100,2.39
3137469,Sørland,67.667,12.6934,60.87,78,13,5.5
1226260,Trincomalee,8.5711,81.2335,89.42,61,17,8.7
5861897,Fairbanks,64.8378,-147.7164,55.35,77,75,12.66
1337610,Thinadhoo,0.5333,72.9333,83.75,70,96,14.16
6540342,Albino,45.7638,9.7964,59.9,84,40,1.61
686090,Asău,46.4333,26.4,50.59,79,100,7.54
1792916,Tianpeng,30.9866,103.9393,78.64,40,61,3.04
2178753,Kirakira,-10.4544,161.9205,82.94,78,38,10.51
1181611,Chaman,30.9236,66.4512,91.85,7,0,8.19
1519395,Serebryansk,49.6925,83.2892,74.75,51,69,4.83
2281120,Tabou,4.423,-7.3528,78.62,84,59,5.59
7871951,Pressbaum,48.176,16.0477,50.29,72,40,11.99
2644210,Liverpool,53.4106,-2.9779,55.76,72,0,1.99
4047434,Russell,32.3502,-85.1999,66.22,85,1,4.85
5712169,Baker City,44.7749,-117.8344,68.13,45,1,9.22
1651810,Airai,-8.9266,125.4092,75.9,48,16,3.38
697423,Petropavlivka,48.4564,36.4367,55.74,95,100,11.77
1511783,Aleysk,52.4926,82.7822,81.7,38,9,3.8
1635815,Maumere,-8.6199,122.2111,83.55,68,58,3.51
3910094,Monteagudo,-19.8167,-63.9833,55.81,87,70,2.51
3440777,Rocha,-34.4833,-54.3333,54.59,89,100,11.99
1028434,Quelimane,-17.8786,36.8883,69.75,94,40,5.75
2180063,Waiouru,-39.4833,175.6667,41.88,88,79,1.54
1213855,Sibolga,1.7427,98.7792,88.02,62,72,5.88
3046505,Pécsvárad,46.1603,18.4232,51.58,72,96,0.36
3374083,Bathsheba,13.2167,-59.5167,79.41,65,40,12.88
2276492,Harper,4.375,-7.7169,78.82,84,67,6.06
1185100,Dohār,23.5883,90.1469,87.78,58,100,6.87
2012530,Zhigansk,66.7697,123.3711,59.31,62,99,1.86
3662252,São Paulo de Olivença,-3.3783,-68.8725,72.12,98,57,1.52
3868626,Valparaíso,-33.0393,-71.6273,63.48,72,56,10.76
5536630,Cedar City,37.6775,-113.0619,68.97,12,1,0.0
100926,Umluj,25.0213,37.2685,88.43,58,7,9.13
3514583,Xaltianguis,17.0667,-99.8333,72.09,89,98,2.13
1059507,Marovoay,-16.1,46.6333,71.74,58,29,7.85
2619537,Hvide Sande,56.0045,8.1294,52.34,85,3,12.46
1786855,Yatou,37.15,122.3833,72.09,65,55,20.2
6537892,Capoterra,39.1763,8.9718,62.24,77,0,3.36
53654,Mogadishu,2.0371,45.3438,80.47,69,75,13.8
3449749,Santa Vitória,-18.8386,-50.1214,68.41,63,58,4.97
3663693,Jutaí,-5.1833,-68.9,75.04,90,99,0.69
1014653,Burgersdorp,-30.9977,26.3286,43.47,88,83,12.8
6355222,Yulara,-25.2406,130.9889,67.84,40,2,10.36
5991056,Kenora,49.8167,-94.4337,65.3,45,75,8.05
2449893,Tessalit,20.1986,1.0114,89.8,8,15,5.08
1805518,Jining,35.405,116.5814,95.61,32,51,11.27
1737185,Kapit,2.0167,112.9333,90.07,57,81,2.17
2738381,Lata,40.1629,-8.3327,50.29,96,55,1.92
4634662,Kingsport,36.5484,-82.5618,65.98,74,75,3.0
2126123,Chokurdakh,70.6333,147.9167,72.21,20,21,6.26
4593142,Rock Hill,34.9249,-81.0251,67.17,74,90,0.0
1271215,Gīdam,18.9833,81.4,99.12,34,67,2.62
634093,Tornio,65.8481,24.1466,59.02,65,3,5.61
1623180,Tuban,-6.8976,112.0649,85.46,67,85,10.45
5327455,Belmont,37.5202,-122.2758,57.22,84,1,1.01
5557293,Sitka,57.0531,-135.33,53.49,82,90,0.0
3423146,Ilulissat,69.2167,-51.1,32.02,86,63,3.44
3421765,Nanortalik,60.1432,-45.2371,37.56,88,79,5.06
2022369,Kholtoson,50.2981,103.3097,62.96,36,97,9.69
565407,Dombarovskiy,50.7587,59.5386,73.31,48,5,10.89
1185251,Lālmohan,22.3384,90.7419,87.82,72,100,11.56
3430708,Mercedes,-34.6515,-59.4307,51.03,97,94,8.12
1899102,Nagato,34.3833,131.2,74.52,65,100,8.46
1737486,Bintulu,3.1667,113.0333,90.91,66,40,3.0
2270258,Caniço,32.6333,-16.85,64.71,87,40,6.33
1490364,Tabory,58.5198,64.5495,59.92,39,99,4.5
2393693,Kandi,11.1342,2.9386,78.12,70,60,7.02
3698540,Chachapoyas,-6.2317,-77.869,56.25,97,98,2.62
1712961,Gigmoto,13.7796,124.39,85.26,73,100,11.56
3141667,Roald,62.5833,6.1333,53.49,93,0,4.61
2063056,Port Augusta,-32.5,137.7667,67.71,39,24,12.77
3401148,Cururupu,-1.8283,-44.8683,72.9,98,10,2.64
3173615,Melfi,40.9965,15.6514,41.29,41,70,2.98
2185245,Otorohanga,-38.1833,175.2,56.32,84,96,3.29
176758,Kaputa,-8.4689,29.6619,64.98,79,79,2.48
521776,Nikol'sk,53.7189,46.0712,55.13,69,100,12.53
1855342,Nishihara,26.1842,127.7558,81.91,77,75,8.59
525426,Sobolevo,54.4299,31.8996,51.48,70,0,10.94
646005,Mikkeli,61.6886,27.2723,59.11,72,0,2.3
2047258,Novyy Urgal,51.0736,132.5642,61.11,61,100,9.31
1047660,Cuamba,-14.8031,36.5372,65.66,88,95,3.65
1267390,Kavaratti,10.5669,72.642,83.3,78,91,13.6
2121197,Sinegor'ye,62.0788,150.477,50.05,47,92,5.73
5992836,Kirkland Lake,48.1446,-80.0377,53.89,87,23,4.27
3531416,Catemaco,18.4167,-95.1167,74.52,81,20,2.68
1255482,Sullia,12.5667,75.3833,84.24,63,76,2.17
1265239,Lakhipur,26.0299,90.3041,89.96,59,20,5.91
1729564,Bacolod City,10.6667,122.95,79.9,85,100,20.36
1500399,Lokosovo,61.1333,74.8167,58.32,46,11,13.67
2123979,Kuril'sk,45.2333,147.8833,47.82,68,9,3.4
777572,Sørkjosen,69.8,20.9333,57.2,54,0,11.5
3388456,São José da Coroa Grande,-8.8978,-35.1478,74.19,80,53,2.51
1563281,Tuy Hoa,13.0833,109.3,94.6,52,100,6.11
2610806,Vágur,61.4732,-6.8119,46.98,90,52,7.05
3654410,Manta,-0.95,-80.7333,73.18,83,90,6.91
6071618,Medicine Hat,50.0501,-110.6683,67.96,53,1,3.0
3460942,Itacarambi,-15.1022,-44.0919,66.99,58,34,1.99
3664956,Boca do Acre,-8.7522,-67.3978,72.05,88,8,1.43
2132606,Samarai,-10.6167,150.6667,79.23,74,97,14.0
553766,Kamenka,51.3223,42.7678,56.89,76,91,14.58
3034639,Arrondissement de Bastia,42.6667,9.3333,61.21,71,90,3.56
2446466,Bouza,14.4229,6.0428,82.26,49,4,13.13
6078372,Moose Factory,51.2585,-80.6094,39.18,81,90,4.61
2121126,Smirnykh,49.75,142.8333,65.77,53,24,11.59
4034496,Fare,-16.7,-151.0167,79.23,71,100,13.29
648090,Lieksa,63.3167,30.0167,54.57,60,69,4.85
2112444,Kamaishi,39.2667,141.8833,72.55,64,41,8.57
1809498,Guilin,25.2819,110.2864,77.11,83,100,4.52
364933,Umm Kaddadah,13.6017,26.6876,83.8,46,99,11.72
1835848,Seoul,37.5683,126.9778,84.06,40,0,8.34
113659,Tabas,33.5959,56.9244,100.29,7,0,5.57
4004886,Nogales,31.3086,-110.9422,79.07,19,1,2.89
6112608,Powell River,49.8496,-124.5361,71.04,70,0,4.32
737021,Zonguldak,41.25,31.8333,51.08,90,100,5.64
884927,Mutoko,-17.397,32.2268,54.3,80,10,3.13
4235193,Carbondale,37.7273,-89.2168,61.72,98,90,3.44
3445839,Uberaba,-19.7483,-47.9319,63.55,73,54,4.59
3467687,Campos Belos,-13.0367,-46.7717,65.89,50,13,2.86
3386213,Touros,-5.1989,-35.4608,74.3,88,0,10.31
908913,Luwingu,-10.2621,29.9271,60.84,75,69,6.06
5213681,State College,40.7934,-77.86,57.0,86,1,1.01
5067114,Douglas,41.3,-96.167,62.06,71,40,6.6
1695065,Panlaitan,12.1191,119.8486,81.66,83,100,23.38
2172797,Cairns,-16.9167,145.7667,79.9,65,90,9.22
1701054,Marawi,7.9986,124.2928,81.64,63,100,7.2
3389822,Salinópolis,-0.6136,-47.3561,77.79,87,3,9.04
2036671,Hulan,45.9833,126.6,66.31,53,95,8.08
1515029,Ulaangom,49.9811,92.0667,67.96,17,6,10.87
6545023,Edmundston,47.3737,-68.3251,52.68,71,1,11.5
3939168,Huarmey,-10.0681,-78.1522,64.74,86,75,7.45
2136697,Lakatoro,-16.0999,167.4164,77.59,68,93,14.09
2236967,Soyo,-6.1349,12.3689,76.37,84,58,2.59
1735076,Butterworth,5.3991,100.3638,89.37,70,20,7.0
235191,Amudat,1.95,34.95,70.48,58,67,2.55
